"","proteinId","...1.x","ecNum","definition","pathway","gotermID","gotermType","goAcc","kogID","kogdefine","kogClass","iprId","iprDesc","...1.y","Feature","Record.Id","Function","Aliases","X1","X2","X3","X2.1","X3.1"
"1185",125440,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR019519","Elongator complex protein 5",2453,"RYLPO14847","jgi.p|YarlipO1F2|125440","RNA polymerase II elongator complex, subunit IKI1","., jgi.p|YarlipO1F2|125440, mRNA_5689, prediction","., jgi.p","YarlipO1F2","125440, mRNA_5689, prediction","mRNA_5689","prediction"
"1186",125445,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR008136, IPR008136","CinA, C-terminal, CinA, C-terminal",2457,"RYLPO14871","jgi.p|YarlipO1F2|125445","Colligrin","., jgi.p|YarlipO1F2|125445, mRNA_5690, prediction","., jgi.p","YarlipO1F2","125445, mRNA_5690, prediction","mRNA_5690","prediction"
"1187",125538,885,"3.1.1.3","Triacylglycerol lipase.","Glycerolipid metabolism",NA,NA,NA,"KOG4569","Predicted lipase","Lipid transport and metabolism","IPR002921, IPR029058","Fungal lipase-like domain, Alpha/Beta hydrolase fold",2465,"RYLPO14919","jgi.p|YarlipO1F2|125538","Lipase (EC 3.1.1.3)","., jgi.p|YarlipO1F2|125538, mRNA_5692, prediction","., jgi.p","YarlipO1F2","125538, mRNA_5692, prediction","mRNA_5692","prediction"
"1188",125842,886,"2.4.1.80","Ceramide glucosyltransferase.","Sphingoglycolipid metabolism",NA,NA,NA,"KOG2547","Ceramide glucosyltransferase","Lipid transport and metabolism , Cell wall/membrane/envelope biogenesis","IPR025993, IPR029044","Ceramide glucosyltransferase, Nucleotide-diphospho-sugar transferases",2571,"RYLPO15571","jgi.p|YarlipO1F2|125842","Ceramide glucosyltransferase (EC 2.4.1.80)","., jgi.p|YarlipO1F2|125842, mRNA_5706, prediction","., jgi.p","YarlipO1F2","125842, mRNA_5706, prediction","mRNA_5706","prediction"
"1189",125855,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR001138, IPR007219, IPR001138, IPR001138, IPR001138, IPR007219, IPR001138","Zn(2)-C6 fungal-type DNA-binding domain, Transcription factor domain, fungi, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain, Transcription factor domain, fungi, Zn(2)-C6 fungal-type DNA-binding domain",2578,"RYLPO15611","jgi.p|YarlipO1F2|125855",NA,"., jgi.p|YarlipO1F2|125855, mRNA_5707, prediction","., jgi.p","YarlipO1F2","125855, mRNA_5707, prediction","mRNA_5707","prediction"
"1190",125858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589,"RYLPO15671","jgi.p|YarlipO1F2|125858",NA,"., jgi.p|YarlipO1F2|125858, mRNA_5709, prediction","., jgi.p","YarlipO1F2","125858, mRNA_5709, prediction","mRNA_5709","prediction"
"1191",126092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2679,"RYLPO16261","jgi.p|YarlipO1F2|126092",NA,"., jgi.p|YarlipO1F2|126092, mRNA_5724, prediction","., jgi.p","YarlipO1F2","126092, mRNA_5724, prediction","mRNA_5724","prediction"
"1192",126149,888,NA,NA,NA,NA,NA,NA,"KOG1704","FOG: LIM domain","General function prediction only , Signal transduction mechanisms , Cytoskeleton","IPR001781, IPR000198, IPR001781, IPR001781, IPR000198, IPR001781, IPR000198, IPR008936","Zinc finger, LIM-type, Rho GTPase-activating protein domain, Zinc finger, LIM-type, Zinc finger, LIM-type, Rho GTPase-activating protein domain, Zinc finger, LIM-type, Rho GTPase-activating protein domain, Rho GTPase activation protein",2723,"RYLPO16533","jgi.p|YarlipO1F2|126149","Rho-GTPase activating protein","., jgi.p|YarlipO1F2|126149, mRNA_5731, prediction","., jgi.p","YarlipO1F2","126149, mRNA_5731, prediction","mRNA_5731","prediction"
"1193",126150,889,NA,NA,NA,NA,NA,NA,"KOG2594","Uncharacterized conserved protein","Function unknown","IPR019407, IPR007110","Thiouridylase, cytoplasmic, subunit 2, Immunoglobulin-like domain",2734,"RYLPO16605","jgi.p|YarlipO1F2|126150","Hypothetical protein","., jgi.p|YarlipO1F2|126150, mRNA_5732, prediction","., jgi.p","YarlipO1F2","126150, mRNA_5732, prediction","mRNA_5732","prediction"
"1194",126289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2754,"RYLPO16730","jgi.p|YarlipO1F2|126289",NA,"., jgi.p|YarlipO1F2|126289, mRNA_5739, prediction","., jgi.p","YarlipO1F2","126289, mRNA_5739, prediction","mRNA_5739","prediction"
"1195",126295,890,"4.2.1.17","Enoyl-CoA hydratase.","Fatty acid metabolism, beta-Alanine metabolism, Tryptophan metabolism, Lysine degradation, Fatty acid biosynthesis (path 2), Benzoate degradation via CoA ligation, Butanoate metabolism, Valine, leucine and isoleucine degradation, Propanoate metabolism",NA,NA,NA,"KOG1680","Enoyl-CoA hydratase","Lipid transport and metabolism","IPR001753, IPR018376, IPR029045","Crotonase superfamily, Enoyl-CoA hydratase/isomerase, conserved site, ClpP/crotonase-like domain",2760,"RYLPO16765","jgi.p|YarlipO1F2|126295","Enoyl-CoA hydratase (EC 4.2.1.17)","., jgi.p|YarlipO1F2|126295, mRNA_5740, prediction","., jgi.p","YarlipO1F2","126295, mRNA_5740, prediction","mRNA_5740","prediction"
"1196",126689,891,"3.1.-.-","Acting on ester bonds.","\N",NA,NA,NA,"KOG2249","3'-5' exonuclease","Replication, recombination and repair","IPR013520, IPR006055, IPR012337","Exonuclease, RNase T/DNA polymerase III, Exonuclease, Ribonuclease H-like domain",2864,"RYLPO17387","jgi.p|YarlipO1F2|126689",NA,"., jgi.p|YarlipO1F2|126689, mRNA_5758, prediction","., jgi.p","YarlipO1F2","126689, mRNA_5758, prediction","mRNA_5758","prediction"
"1197",126712,892,NA,NA,NA,NA,NA,NA,"KOG0266","WD40 repeat-containing protein","General function prediction only","IPR001680, IPR019775, IPR001680, IPR017986, IPR001680, IPR017986","WD40 repeat, WD40 repeat, conserved site, WD40 repeat, WD40-repeat-containing domain, WD40 repeat, WD40-repeat-containing domain",2875,"RYLPO17454","jgi.p|YarlipO1F2|126712",NA,"., jgi.p|YarlipO1F2|126712, mRNA_5760, prediction","., jgi.p","YarlipO1F2","126712, mRNA_5760, prediction","mRNA_5760","prediction"
"1198",126905,893,"2.4.1.141","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase.","N-Glycans biosynthesis",NA,NA,NA,"KOG3339","Predicted glycosyltransferase","General function prediction only","IPR013969","Oligosaccharide biosynthesis protein Alg14-like",2995,"RYLPO18176","jgi.p|YarlipO1F2|126905",NA,"., jgi.p|YarlipO1F2|126905, mRNA_5783, prediction","., jgi.p","YarlipO1F2","126905, mRNA_5783, prediction","mRNA_5783","prediction"
"1199",126930,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR009395","GCN5-like 1",3020,"RYLPO18323","jgi.p|YarlipO1F2|126930",NA,"., jgi.p|YarlipO1F2|126930, mRNA_5787, prediction","., jgi.p","YarlipO1F2","126930, mRNA_5787, prediction","mRNA_5787","prediction"
"1200",126945,895,NA,NA,NA,NA,NA,NA,"KOG1716","Dual specificity phosphatase","Defense mechanisms","IPR000340, IPR016130, IPR020422, IPR000387, IPR020422, IPR029021","Dual specificity phosphatase, catalytic domain, Protein-tyrosine phosphatase, active site, Dual specificity phosphatase, subgroup, catalytic domain, Protein-tyrosine/Dual specificity phosphatase, Dual specificity phosphatase, subgroup, catalytic domain, Protein-tyrosine phosphatase-like",3030,"RYLPO18381","jgi.p|YarlipO1F2|126945",NA,"., jgi.p|YarlipO1F2|126945, mRNA_5789, prediction","., jgi.p","YarlipO1F2","126945, mRNA_5789, prediction","mRNA_5789","prediction"
"1201",126986,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"\N","\N",3045,"RYLPO18462","jgi.p|YarlipO1F2|126986","Magnesium and cobalt transport protein corA","., jgi.p|YarlipO1F2|126986, mRNA_5793, prediction","., jgi.p","YarlipO1F2","126986, mRNA_5793, prediction","mRNA_5793","prediction"
"1202",127023,897,NA,NA,NA,NA,NA,NA,"KOG1123","RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, 3'-5' helicase subunit SSL2","Transcription , Replication, recombination and repair","IPR001650, IPR006935, \N, IPR014001, IPR001650, IPR014001, IPR001650, IPR027417, IPR001161","Helicase, C-terminal, Helicase/UvrB domain, \N, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, P-loop containing nucleoside triphosphate hydrolase, Helicase Ercc3",3065,"RYLPO18582","jgi.p|YarlipO1F2|127023","DNA REPAIR HELICASE (RAD25/XPB FAMILY)","., jgi.p|YarlipO1F2|127023, mRNA_5797, prediction","., jgi.p","YarlipO1F2","127023, mRNA_5797, prediction","mRNA_5797","prediction"
"1203",127025,898,NA,NA,NA,NA,NA,NA,"KOG4131","Ngg1-interacting factor 3 protein NIF3L1","General function prediction only","IPR002678, IPR002678, IPR002678","GTP cyclohydrolase 1 type 2/Nif3, GTP cyclohydrolase 1 type 2/Nif3, GTP cyclohydrolase 1 type 2/Nif3",3060,"RYLPO18553","jgi.p|YarlipO1F2|127025","NGG1-interacting factor 3","., jgi.p|YarlipO1F2|127025, mRNA_5796, prediction","., jgi.p","YarlipO1F2","127025, mRNA_5796, prediction","mRNA_5796","prediction"
"1204",127202,899,NA,NA,NA,NA,NA,NA,"KOG2992","Nucleolar GTPase/ATPase p130","Nuclear structure","IPR007718","SRP40, C-terminal",3078,"RYLPO18660","jgi.p|YarlipO1F2|127202",NA,"., jgi.p|YarlipO1F2|127202, mRNA_5799, prediction","., jgi.p","YarlipO1F2","127202, mRNA_5799, prediction","mRNA_5799","prediction"
"1205",127471,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR024662","TRAPP II complex, Trs65",3167,"RYLPO19203","jgi.p|YarlipO1F2|127471",NA,"., jgi.p|YarlipO1F2|127471, mRNA_5815, prediction","., jgi.p","YarlipO1F2","127471, mRNA_5815, prediction","mRNA_5815","prediction"
"1206",127571,901,NA,NA,NA,NA,NA,NA,"KOG1505","Lysophosphatidic acid acyltransferase LPAAT and related acyltransferases","Lipid transport and metabolism",NA,NA,3189,"RYLPO19334","jgi.p|YarlipO1F2|127571",NA,"., jgi.p|YarlipO1F2|127571, mRNA_5819, prediction","., jgi.p","YarlipO1F2","127571, mRNA_5819, prediction","mRNA_5819","prediction"
"1207",128067,902,NA,NA,NA,NA,NA,NA,"KOG0039","Ferric reductase, NADH/NADPH oxidase and related proteins","Inorganic ion transport and metabolism , Secondary metabolites biosynthesis, transport and catabolism","IPR013130, IPR013112, IPR013121, IPR017927, \N, IPR017938","Ferric reductase transmembrane component-like domain, FAD-binding 8, Ferric reductase, NAD binding, Ferredoxin reductase-type FAD-binding domain, \N, Riboflavin synthase-like beta-barrel",3412,"RYLPO20663","jgi.p|YarlipO1F2|128067","Ferric-chelate reductase (EC 1.16.1.7)","., jgi.p|YarlipO1F2|128067, mRNA_5851, prediction","., jgi.p","YarlipO1F2","128067, mRNA_5851, prediction","mRNA_5851","prediction"
"1208",128251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3482,"RYLPO21074","jgi.p|YarlipO1F2|128251",NA,"., jgi.p|YarlipO1F2|128251, mRNA_5859, prediction","., jgi.p","YarlipO1F2","128251, mRNA_5859, prediction","mRNA_5859","prediction"
"1209",128284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3529,"RYLPO21360","jgi.p|YarlipO1F2|128284",NA,"., jgi.p|YarlipO1F2|128284, mRNA_5865, prediction","., jgi.p","YarlipO1F2","128284, mRNA_5865, prediction","mRNA_5865","prediction"
"1210",128285,903,NA,NA,NA,NA,NA,NA,"KOG0911","Glutaredoxin-related protein","Posttranslational modification, protein turnover, chaperones","IPR013766, IPR002109, IPR012336, IPR002109, IPR012336","Thioredoxin domain, Glutaredoxin, Thioredoxin-like fold, Glutaredoxin, Thioredoxin-like fold",3527,"RYLPO21347","jgi.p|YarlipO1F2|128285","Thioredoxin / Glutaredoxin","., jgi.p|YarlipO1F2|128285, mRNA_5864, prediction","., jgi.p","YarlipO1F2","128285, mRNA_5864, prediction","mRNA_5864","prediction"
"1211",128326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3556,"RYLPO21530","jgi.p|YarlipO1F2|128326",NA,"., jgi.p|YarlipO1F2|128326, mRNA_5872, prediction","., jgi.p","YarlipO1F2","128326, mRNA_5872, prediction","mRNA_5872","prediction"
"1212",128359,904,"2.7.6.1","Ribose-phosphate pyrophosphokinase.","Purine metabolism, Pentose phosphate pathway",NA,NA,NA,"KOG1448","Ribose-phosphate pyrophosphokinase","Amino acid transport and metabolism , Nucleotide transport and metabolism","IPR029099, IPR005946, IPR000842, IPR029057, IPR005946","Ribose-phosphate pyrophosphokinase, N-terminal domain, Ribose-phosphate diphosphokinase, Phosphoribosyl pyrophosphate synthetase, conserved site, Phosphoribosyltransferase-like, Ribose-phosphate diphosphokinase",3558,"RYLPO21542","jgi.p|YarlipO1F2|128359","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","., jgi.p|YarlipO1F2|128359, mRNA_5873, prediction","., jgi.p","YarlipO1F2","128359, mRNA_5873, prediction","mRNA_5873","prediction"
"1213",128483,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR013262","Outer membrane protein, MIM1/TOM13, mitochondrial",3604,"RYLPO21819","jgi.p|YarlipO1F2|128483",NA,"., jgi.p|YarlipO1F2|128483, mRNA_5881, prediction","., jgi.p","YarlipO1F2","128483, mRNA_5881, prediction","mRNA_5881","prediction"
"1214",128521,906,NA,NA,NA,NA,NA,NA,"KOG0114","Predicted RNA-binding protein (RRM superfamily)","General function prediction only","IPR000504, IPR000504, IPR000504, \N","RNA recognition motif domain, RNA recognition motif domain, RNA recognition motif domain, \N",3628,"RYLPO21961","jgi.p|YarlipO1F2|128521","RNA-binding proteins (RRM domain)","., jgi.p|YarlipO1F2|128521, mRNA_5885, prediction","., jgi.p","YarlipO1F2","128521, mRNA_5885, prediction","mRNA_5885","prediction"
"1215",128523,907,NA,NA,NA,NA,NA,NA,"KOG1693","emp24/gp25L/p24 family of membrane trafficking proteins","Intracellular trafficking, secretion, and vesicular transport","IPR009038, IPR009038, IPR009038","GOLD, GOLD, GOLD",3630,"RYLPO21973","jgi.p|YarlipO1F2|128523","ERP3 protein precursor","., jgi.p|YarlipO1F2|128523, mRNA_5886, prediction","., jgi.p","YarlipO1F2","128523, mRNA_5886, prediction","mRNA_5886","prediction"
"1216",128809,908,"2.3.1.87","Aralkylamine N-acetyltransferase.","Tryptophan metabolism",NA,NA,NA,"KOG4144","Arylalkylamine N-acetyltransferase","General function prediction only","IPR000182, IPR000182, IPR016181","GNAT domain, GNAT domain, Acyl-CoA N-acyltransferase",3668,"RYLPO22191","jgi.p|YarlipO1F2|128809","Arylalkylamine N-acetyltransferase (EC 2.3.1.87)","., jgi.p|YarlipO1F2|128809, mRNA_5893, prediction","., jgi.p","YarlipO1F2","128809, mRNA_5893, prediction","mRNA_5893","prediction"
"1217",129014,909,"3.1.26.5","Ribonuclease P.","\N",NA,NA,NA,"KOG4394","RNase P subunit that is not also a subunit of RNase MRP, involved in pre-tRNA processing","RNA processing and modification","IPR007175","RNAse P, Rpr2/Rpp21 subunit",3716,"RYLPO22479","jgi.p|YarlipO1F2|129014","INTEGRAL SUBUNIT OF RNASE P","., jgi.p|YarlipO1F2|129014, mRNA_5905, prediction","., jgi.p","YarlipO1F2","129014, mRNA_5905, prediction","mRNA_5905","prediction"
"1218",129022,910,NA,NA,NA,NA,NA,NA,"KOG0841","Multifunctional chaperone (14-3-3 family)","Posttranslational modification, protein turnover, chaperones","IPR023410, IPR000308, IPR023409, IPR023410, IPR023410","14-3-3 domain, 14-3-3 protein, 14-3-3 protein, conserved site, 14-3-3 domain, 14-3-3 domain",3727,"RYLPO22544","jgi.p|YarlipO1F2|129022",NA,"., jgi.p|YarlipO1F2|129022, mRNA_5908, prediction","., jgi.p","YarlipO1F2","129022, mRNA_5908, prediction","mRNA_5908","prediction"
"1219",129057,911,NA,NA,NA,NA,NA,NA,"KOG0531","Protein phosphatase 1, regulatory subunit, and related proteins","Signal transduction mechanisms","IPR025875, \N, IPR001611, \N, IPR003591, \N","Leucine rich repeat 4, \N, Leucine-rich repeat, \N, Leucine-rich repeat, typical subtype, \N",3721,"RYLPO22507","jgi.p|YarlipO1F2|129057",NA,"., jgi.p|YarlipO1F2|129057, mRNA_5907, prediction","., jgi.p","YarlipO1F2","129057, mRNA_5907, prediction","mRNA_5907","prediction"
"1220",129562,912,NA,NA,NA,NA,NA,NA,"KOG1507","Nucleosome assembly protein NAP-1","Chromatin structure and dynamics , Cell cycle control, cell division, chromosome partitioning","IPR002164, \N","Nucleosome assembly protein (NAP), \N",3746,"RYLPO22656","jgi.p|YarlipO1F2|129562","Nucleosome assembly protein","., jgi.p|YarlipO1F2|129562, mRNA_5913, prediction","., jgi.p","YarlipO1F2","129562, mRNA_5913, prediction","mRNA_5913","prediction"
"1221",129945,913,NA,NA,NA,NA,NA,NA,"KOG1613","Exosomal 3'-5' exoribonuclease complex, subunit Rrp43","Translation, ribosomal structure and biogenesis","IPR001247, IPR020568","Exoribonuclease, phosphorolytic domain 1, Ribosomal protein S5 domain 2-type fold",3840,"RYLPO23222","jgi.p|YarlipO1F2|129945","Exosome complex exonuclease RRP43 (EC 3.1.13.-)","., jgi.p|YarlipO1F2|129945, mRNA_5933, prediction","., jgi.p","YarlipO1F2","129945, mRNA_5933, prediction","mRNA_5933","prediction"
"1222",130206,914,NA,NA,NA,NA,NA,NA,"KOG0653","Cyclin B and related kinase-activating proteins","Cell cycle control, cell division, chromosome partitioning","IPR006671, IPR004367, \N, IPR006671, IPR013763, IPR013763","Cyclin, N-terminal, Cyclin, C-terminal domain, \N, Cyclin, N-terminal, Cyclin-like, Cyclin-like",3920,"RYLPO23687","jgi.p|YarlipO1F2|130206","G2/mitotic-specific cyclin","., jgi.p|YarlipO1F2|130206, mRNA_5947, prediction","., jgi.p","YarlipO1F2","130206, mRNA_5947, prediction","mRNA_5947","prediction"
"1223",130463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3997,"RYLPO24162","jgi.p|YarlipO1F2|130463",NA,"., jgi.p|YarlipO1F2|130463, mRNA_5963, prediction","., jgi.p","YarlipO1F2","130463, mRNA_5963, prediction","mRNA_5963","prediction"
"1224",130845,915,NA,NA,NA,NA,NA,NA,"KOG0393","Ras-related small GTPase, Rho type","General function prediction only","IPR001806, IPR003578, IPR020849, IPR003578, IPR003579, IPR002041, IPR027417, IPR005225","Small GTPase superfamily, Small GTPase superfamily, Rho type, Small GTPase superfamily, Ras type, Small GTPase superfamily, Rho type, Small GTPase superfamily, Rab type, Ran GTPase, P-loop containing nucleoside triphosphate hydrolase, Small GTP-binding protein domain",4066,"RYLPO24587","jgi.p|YarlipO1F2|130845","GTP-binding protein","., jgi.p|YarlipO1F2|130845, mRNA_5974, prediction","., jgi.p","YarlipO1F2","130845, mRNA_5974, prediction","mRNA_5974","prediction"
"1225",130980,916,NA,NA,NA,NA,NA,NA,"KOG2897","DNA-binding protein YL1 and related proteins","General function prediction only","IPR008895, IPR013272, IPR013272","YL1 nuclear, YL1 nuclear, C-terminal, YL1 nuclear, C-terminal",4088,"RYLPO24720","jgi.p|YarlipO1F2|130980",NA,"., jgi.p|YarlipO1F2|130980, mRNA_5979, prediction","., jgi.p","YarlipO1F2","130980, mRNA_5979, prediction","mRNA_5979","prediction"
"1226",131025,917,NA,NA,NA,NA,NA,NA,"KOG0581","Mitogen-activated protein kinase kinase (MAP2K)","Signal transduction mechanisms","IPR000719, IPR017441, IPR008271, IPR000719, IPR002290, IPR011009","Protein kinase domain, Protein kinase, ATP binding site, Serine/threonine-protein kinase, active site, Protein kinase domain, Serine/threonine/dual specificity protein kinase, catalytic  domain, Protein kinase-like domain",4097,"RYLPO24774","jgi.p|YarlipO1F2|131025",NA,"., jgi.p|YarlipO1F2|131025, mRNA_5981, prediction","., jgi.p","YarlipO1F2","131025, mRNA_5981, prediction","mRNA_5981","prediction"
"1227",131087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4156,"RYLPO25128","jgi.p|YarlipO1F2|131087",NA,"., jgi.p|YarlipO1F2|131087, mRNA_5993, prediction","., jgi.p","YarlipO1F2","131087, mRNA_5993, prediction","mRNA_5993","prediction"
"1228",131088,918,NA,NA,NA,NA,NA,NA,"KOG0530","Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit","Posttranslational modification, protein turnover, chaperones","IPR002088, IPR002088, \N","Protein prenyltransferase, alpha subunit, Protein prenyltransferase, alpha subunit, \N",4152,"RYLPO25103","jgi.p|YarlipO1F2|131088","Protein geranylgeranyltransferase type I, alpha subunit (EC 2.5.1.59) / Protein farnesyltransferase alpha subunit (EC 2.5.1.58)","., jgi.p|YarlipO1F2|131088, mRNA_5992, prediction","., jgi.p","YarlipO1F2","131088, mRNA_5992, prediction","mRNA_5992","prediction"
"1229",131369,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR018611","E3 UFM1-protein ligase 1",4191,"RYLPO25330","jgi.p|YarlipO1F2|131369",NA,"., jgi.p|YarlipO1F2|131369, mRNA_6000, prediction","., jgi.p","YarlipO1F2","131369, mRNA_6000, prediction","mRNA_6000","prediction"
"1230",131674,920,"2.7.8.15","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase.","N-Glycans biosynthesis",NA,NA,NA,"KOG2788","Glycosyltransferase","Carbohydrate transport and metabolism","IPR000715","Glycosyl transferase, family 4",4269,"RYLPO25806","jgi.p|YarlipO1F2|131674",NA,"., jgi.p|YarlipO1F2|131674, mRNA_6013, prediction","., jgi.p","YarlipO1F2","131674, mRNA_6013, prediction","mRNA_6013","prediction"
"1231",131707,921,NA,NA,NA,NA,NA,NA,"KOG3881","Uncharacterized conserved protein","Function unknown","IPR017986","WD40-repeat-containing domain",4287,"RYLPO25917","jgi.p|YarlipO1F2|131707","Hypothetical protein","., jgi.p|YarlipO1F2|131707, mRNA_6017, prediction","., jgi.p","YarlipO1F2","131707, mRNA_6017, prediction","mRNA_6017","prediction"
"1232",131764,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR013860","Protein of unknown function DUF1752, fungi",4310,"RYLPO26056","jgi.p|YarlipO1F2|131764","Protein phosphatase type 1 regulatory subunit REG1","., jgi.p|YarlipO1F2|131764, mRNA_6024, prediction","., jgi.p","YarlipO1F2","131764, mRNA_6024, prediction","mRNA_6024","prediction"
"1233",131890,923,NA,NA,NA,NA,NA,NA,"KOG0254","Predicted transporter (major facilitator superfamily)","General function prediction only","IPR005828, IPR005829, IPR005829, IPR020846, IPR020846","General substrate transporter, Sugar transporter, conserved site, Sugar transporter, conserved site, Major facilitator superfamily domain, Major facilitator superfamily domain",4397,"RYLPO26579","jgi.p|YarlipO1F2|131890","Acetoacetyl-CoA reductase (EC 1.1.1.36)","., jgi.p|YarlipO1F2|131890, mRNA_6037, prediction","., jgi.p","YarlipO1F2","131890, mRNA_6037, prediction","mRNA_6037","prediction"
"1234",132111,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPR025384","Protein of unknown function DUF4298",4464,"RYLPO26970","jgi.p|YarlipO1F2|132111",NA,"., jgi.p|YarlipO1F2|132111, mRNA_6052, prediction","., jgi.p","YarlipO1F2","132111, mRNA_6052, prediction","mRNA_6052","prediction"
"1235",132149,925,NA,NA,NA,NA,NA,NA,"KOG0585","Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases","Signal transduction mechanisms","IPR000719, IPR017441, IPR008271, IPR000719, IPR002290, IPR011009","Protein kinase domain, Protein kinase, ATP binding site, Serine/threonine-protein kinase, active site, Protein kinase domain, Serine/threonine/dual specificity protein kinase, catalytic  domain, Protein kinase-like domain",4481,"RYLPO27068","jgi.p|YarlipO1F2|132149",NA,"., jgi.p|YarlipO1F2|132149, mRNA_6057, prediction","., jgi.p","YarlipO1F2","132149, mRNA_6057, prediction","mRNA_6057","prediction"
"1236",132244,926,NA,NA,NA,NA,NA,NA,"KOG1478","3-keto sterol reductase","Lipid transport and metabolism","IPR002198, \N","Short-chain dehydrogenase/reductase SDR, \N",4493,"RYLPO27142","jgi.p|YarlipO1F2|132244","3-keto sterol reductase (EC 1.-.-.-)","., jgi.p|YarlipO1F2|132244, mRNA_6059, prediction","., jgi.p","YarlipO1F2","132244, mRNA_6059, prediction","mRNA_6059","prediction"
"1237",132309,927,"1.1.1.102","3-dehydrosphinganine reductase.","Sphingoglycolipid metabolism",NA,NA,NA,"KOG1210","Predicted 3-ketosphinganine reductase","Secondary metabolites biosynthesis, transport and catabolism","IPR002198, IPR020904, \N","Short-chain dehydrogenase/reductase SDR, Short-chain dehydrogenase/reductase, conserved site, \N",4502,"RYLPO27194","jgi.p|YarlipO1F2|132309","3-ketosphinganine reductase (EC 1.1.1.102)","., jgi.p|YarlipO1F2|132309, mRNA_6061, prediction","., jgi.p","YarlipO1F2","132309, mRNA_6061, prediction","mRNA_6061","prediction"
"1238",132560,928,NA,NA,NA,NA,NA,NA,"KOG0236","Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family)","Inorganic ion transport and metabolism","IPR011547, IPR002645, IPR030402, IPR018045, IPR002645, IPR002645, IPR001902","Sulphate transporter, STAS domain, Sulfate transporter N-terminal domain with GLY motif, Sulphate anion transporter, conserved site, STAS domain, STAS domain, Sulphate anion transporter",4558,"RYLPO27529","jgi.p|YarlipO1F2|132560","Sulfate transporter","., jgi.p|YarlipO1F2|132560, mRNA_6072, prediction","., jgi.p","YarlipO1F2","132560, mRNA_6072, prediction","mRNA_6072","prediction"
"1239",132627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4584,"RYLPO27689","jgi.p|YarlipO1F2|132627",NA,"., jgi.p|YarlipO1F2|132627, mRNA_6077, prediction","., jgi.p","YarlipO1F2","132627, mRNA_6077, prediction","mRNA_6077","prediction"
"1240",133095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4601,"RYLPO27803","jgi.p|YarlipO1F2|133095",NA,"., jgi.p|YarlipO1F2|133095, mRNA_6082, prediction","., jgi.p","YarlipO1F2","133095, mRNA_6082, prediction","mRNA_6082","prediction"
"1241",133501,929,NA,NA,NA,NA,NA,NA,"KOG1216","von Willebrand factor and related coagulation proteins","Defense mechanisms , Extracellular structures",NA,NA,4605,"RYLPO27831","jgi.p|YarlipO1F2|133501",NA,"., jgi.p|YarlipO1F2|133501, mRNA_6083, prediction","., jgi.p","YarlipO1F2","133501, mRNA_6083, prediction","mRNA_6083","prediction"
"1242",133534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4623,"RYLPO27943","jgi.p|YarlipO1F2|133534",NA,"., jgi.p|YarlipO1F2|133534, mRNA_6086, prediction","., jgi.p","YarlipO1F2","133534, mRNA_6086, prediction","mRNA_6086","prediction"
"1243",133793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4651,"RYLPO28113","jgi.p|YarlipO1F2|133793",NA,"., jgi.p|YarlipO1F2|133793, mRNA_6094, prediction","., jgi.p","YarlipO1F2","133793, mRNA_6094, prediction","mRNA_6094","prediction"
